file,label
british/speaker_01/british_s01_218.wav,british
american/speaker_03/american_s03_445.wav,american
american/speaker_06/american_s06_221.wav,american
australian/speaker_02/australian_s02_097.wav,australian
malayalam/speaker_01/malayalam_s01_276.wav,malayalam
malayalam/speaker_03/malayalam_s03_817.wav,malayalam
malayalam/speaker_03/malayalam_s03_496.wav,malayalam
telugu/speaker_02/telugu_s02_700.wav,telugu
british/speaker_02/british_s02_224.wav,british
american/speaker_04/american_s04_394.wav,american
bangla/speaker_02/bangla_s02_145.wav,bangla
indian/speaker_01/indian_s01_352.wav,indian
american/speaker_04/american_s04_536.wav,american
indian/speaker_01/indian_s01_346.wav,indian
indian/speaker_01/indian_s01_551.wav,indian
malayalam/speaker_03/malayalam_s03_270.wav,malayalam
indian/speaker_01/indian_s01_014.wav,indian
odiya/speaker_01/odiya_s01_110.wav,odiya
american/speaker_02/american_s02_267.wav,american
british/speaker_01/british_s01_439.wav,british
american/speaker_02/american_s02_369.wav,american
american/speaker_02/american_s02_703.wav,american
american/speaker_03/american_s03_595.wav,american
american/speaker_04/american_s04_232.wav,american
american/speaker_06/american_s06_131.wav,american
american/speaker_04/american_s04_178.wav,american
bangla/speaker_01/bangla_s01_314.wav,bangla
malayalam/speaker_01/malayalam_s01_338.wav,malayalam
australian/speaker_02/australian_s02_008.wav,australian
telugu/speaker_02/telugu_s02_716.wav,telugu
malayalam/speaker_03/malayalam_s03_100.wav,malayalam
american/speaker_01/american_s01_075.wav,american
australian/speaker_01/australian_s01_513.wav,australian
malayalam/speaker_01/malayalam_s01_513.wav,malayalam
american/speaker_03/american_s03_481.wav,american
indian/speaker_02/indian_s02_488.wav,indian
malayalam/speaker_02/malayalam_s02_674.wav,malayalam
american/speaker_01/american_s01_643.wav,american
bangla/speaker_02/bangla_s02_010.wav,bangla
american/speaker_06/american_s06_583.wav,american
british/speaker_01/british_s01_625.wav,british
malayalam/speaker_03/malayalam_s03_446.wav,malayalam
telugu/speaker_02/telugu_s02_272.wav,telugu
malayalam/speaker_01/malayalam_s01_397.wav,malayalam
malayalam/speaker_02/malayalam_s02_257.wav,malayalam
american/speaker_04/american_s04_201.wav,american
american/speaker_07/american_s07_471.wav,american
american/speaker_07/american_s07_210.wav,american
american/speaker_01/american_s01_678.wav,american
american/speaker_07/american_s07_352.wav,american
british/speaker_02/british_s02_482.wav,british
bangla/speaker_02/bangla_s02_188.wav,bangla
indian/speaker_01/indian_s01_445.wav,indian
indian/speaker_01/indian_s01_592.wav,indian
welsh/speaker_01/welsh_s01_499.wav,welsh
odiya/speaker_01/odiya_s01_449.wav,odiya
british/speaker_02/british_s02_512.wav,british
american/speaker_05/american_s05_574.wav,american
british/speaker_01/british_s01_202.wav,british
malayalam/speaker_03/malayalam_s03_464.wav,malayalam
malayalam/speaker_01/malayalam_s01_455.wav,malayalam
american/speaker_07/american_s07_285.wav,american
welsh/speaker_01/welsh_s01_379.wav,welsh
american/speaker_02/american_s02_132.wav,american
bangla/speaker_01/bangla_s01_470.wav,bangla
welsh/speaker_01/welsh_s01_606.wav,welsh
british/speaker_01/british_s01_735.wav,british
telugu/speaker_02/telugu_s02_121.wav,telugu
malayalam/speaker_02/malayalam_s02_142.wav,malayalam
telugu/speaker_01/telugu_s01_528.wav,telugu
bangla/speaker_01/bangla_s01_118.wav,bangla
malayalam/speaker_02/malayalam_s02_246.wav,malayalam
american/speaker_03/american_s03_606.wav,american
american/speaker_03/american_s03_557.wav,american
indian/speaker_01/indian_s01_591.wav,indian
american/speaker_02/american_s02_724.wav,american
american/speaker_08/american_s08_721.wav,american
welsh/speaker_01/welsh_s01_096.wav,welsh
malayalam/speaker_03/malayalam_s03_772.wav,malayalam
indian/speaker_02/indian_s02_201.wav,indian
british/speaker_01/british_s01_317.wav,british
american/speaker_05/american_s05_213.wav,american
american/speaker_08/american_s08_109.wav,american
american/speaker_04/american_s04_288.wav,american
american/speaker_01/american_s01_599.wav,american
australian/speaker_02/australian_s02_623.wav,australian
bangla/speaker_02/bangla_s02_281.wav,bangla
british/speaker_02/british_s02_378.wav,british
bangla/speaker_02/bangla_s02_504.wav,bangla
welsh/speaker_01/welsh_s01_119.wav,welsh
bangla/speaker_02/bangla_s02_123.wav,bangla
welsh/speaker_01/welsh_s01_712.wav,welsh
indian/speaker_02/indian_s02_289.wav,indian
american/speaker_03/american_s03_422.wav,american
bangla/speaker_01/bangla_s01_660.wav,bangla
american/speaker_08/american_s08_590.wav,american
bangla/speaker_01/bangla_s01_026.wav,bangla
malayalam/speaker_02/malayalam_s02_520.wav,malayalam
australian/speaker_01/australian_s01_597.wav,australian
british/speaker_01/british_s01_154.wav,british
american/speaker_06/american_s06_571.wav,american
telugu/speaker_02/telugu_s02_561.wav,telugu
american/speaker_01/american_s01_424.wav,american
american/speaker_05/american_s05_179.wav,american
malayalam/speaker_03/malayalam_s03_805.wav,malayalam
telugu/speaker_01/telugu_s01_420.wav,telugu
bangla/speaker_02/bangla_s02_661.wav,bangla
bangla/speaker_01/bangla_s01_369.wav,bangla
american/speaker_05/american_s05_279.wav,american
australian/speaker_01/australian_s01_121.wav,australian
american/speaker_01/american_s01_546.wav,american
malayalam/speaker_03/malayalam_s03_048.wav,malayalam
american/speaker_07/american_s07_348.wav,american
malayalam/speaker_01/malayalam_s01_419.wav,malayalam
american/speaker_02/american_s02_477.wav,american
british/speaker_02/british_s02_683.wav,british
indian/speaker_02/indian_s02_622.wav,indian
american/speaker_07/american_s07_694.wav,american
american/speaker_07/american_s07_116.wav,american
american/speaker_03/american_s03_392.wav,american
malayalam/speaker_01/malayalam_s01_635.wav,malayalam
bangla/speaker_02/bangla_s02_357.wav,bangla
bangla/speaker_01/bangla_s01_663.wav,bangla
odiya/speaker_01/odiya_s01_368.wav,odiya
bangla/speaker_01/bangla_s01_717.wav,bangla
telugu/speaker_01/telugu_s01_566.wav,telugu
odiya/speaker_01/odiya_s01_190.wav,odiya
malayalam/speaker_02/malayalam_s02_168.wav,malayalam
american/speaker_08/american_s08_433.wav,american
american/speaker_05/american_s05_403.wav,american
british/speaker_01/british_s01_270.wav,british
australian/speaker_02/australian_s02_098.wav,australian
american/speaker_06/american_s06_257.wav,american
british/speaker_01/british_s01_117.wav,british
indian/speaker_01/indian_s01_405.wav,indian
welsh/speaker_01/welsh_s01_106.wav,welsh
bangla/speaker_02/bangla_s02_521.wav,bangla
malayalam/speaker_01/malayalam_s01_411.wav,malayalam
indian/speaker_02/indian_s02_237.wav,indian
telugu/speaker_02/telugu_s02_081.wav,telugu
australian/speaker_02/australian_s02_078.wav,australian
british/speaker_02/british_s02_075.wav,british
british/speaker_02/british_s02_727.wav,british
welsh/speaker_01/welsh_s01_715.wav,welsh
american/speaker_07/american_s07_204.wav,american
malayalam/speaker_03/malayalam_s03_660.wav,malayalam
indian/speaker_02/indian_s02_574.wav,indian
australian/speaker_02/australian_s02_149.wav,australian
bangla/speaker_01/bangla_s01_472.wav,bangla
american/speaker_07/american_s07_277.wav,american
american/speaker_03/american_s03_118.wav,american
american/speaker_03/american_s03_495.wav,american
telugu/speaker_01/telugu_s01_123.wav,telugu
indian/speaker_02/indian_s02_039.wav,indian
american/speaker_06/american_s06_573.wav,american
american/speaker_02/american_s02_311.wav,american
american/speaker_07/american_s07_238.wav,american
british/speaker_01/british_s01_457.wav,british
malayalam/speaker_03/malayalam_s03_250.wav,malayalam
malayalam/speaker_03/malayalam_s03_228.wav,malayalam
bangla/speaker_01/bangla_s01_165.wav,bangla
american/speaker_03/american_s03_255.wav,american
telugu/speaker_02/telugu_s02_647.wav,telugu
odiya/speaker_01/odiya_s01_160.wav,odiya
american/speaker_01/american_s01_370.wav,american
telugu/speaker_02/telugu_s02_346.wav,telugu
telugu/speaker_01/telugu_s01_182.wav,telugu
australian/speaker_02/australian_s02_526.wav,australian
american/speaker_04/american_s04_222.wav,american
bangla/speaker_01/bangla_s01_524.wav,bangla
malayalam/speaker_02/malayalam_s02_428.wav,malayalam
american/speaker_04/american_s04_103.wav,american
telugu/speaker_01/telugu_s01_663.wav,telugu
malayalam/speaker_02/malayalam_s02_673.wav,malayalam
australian/speaker_02/australian_s02_388.wav,australian
american/speaker_01/american_s01_619.wav,american
british/speaker_01/british_s01_435.wav,british
american/speaker_04/american_s04_303.wav,american
american/speaker_02/american_s02_172.wav,american
welsh/speaker_01/welsh_s01_518.wav,welsh
american/speaker_08/american_s08_237.wav,american
american/speaker_02/american_s02_272.wav,american
malayalam/speaker_01/malayalam_s01_575.wav,malayalam
american/speaker_05/american_s05_500.wav,american
american/speaker_01/american_s01_494.wav,american
british/speaker_02/british_s02_102.wav,british
malayalam/speaker_02/malayalam_s02_279.wav,malayalam
american/speaker_04/american_s04_586.wav,american
bangla/speaker_01/bangla_s01_152.wav,bangla
british/speaker_01/british_s01_264.wav,british
welsh/speaker_01/welsh_s01_352.wav,welsh
bangla/speaker_01/bangla_s01_255.wav,bangla
american/speaker_06/american_s06_703.wav,american
odiya/speaker_01/odiya_s01_076.wav,odiya
bangla/speaker_01/bangla_s01_544.wav,bangla
telugu/speaker_01/telugu_s01_530.wav,telugu
odiya/speaker_01/odiya_s01_127.wav,odiya
american/speaker_02/american_s02_193.wav,american
american/speaker_01/american_s01_540.wav,american
telugu/speaker_01/telugu_s01_512.wav,telugu
american/speaker_07/american_s07_026.wav,american
bangla/speaker_02/bangla_s02_458.wav,bangla
american/speaker_03/american_s03_153.wav,american
american/speaker_03/american_s03_332.wav,american
indian/speaker_01/indian_s01_295.wav,indian
american/speaker_07/american_s07_518.wav,american
indian/speaker_01/indian_s01_024.wav,indian
malayalam/speaker_03/malayalam_s03_736.wav,malayalam
malayalam/speaker_02/malayalam_s02_169.wav,malayalam
indian/speaker_02/indian_s02_211.wav,indian
british/speaker_01/british_s01_049.wav,british
indian/speaker_01/indian_s01_703.wav,indian
british/speaker_02/british_s02_133.wav,british
american/speaker_03/american_s03_591.wav,american
american/speaker_01/american_s01_398.wav,american
american/speaker_05/american_s05_476.wav,american
american/speaker_07/american_s07_128.wav,american
welsh/speaker_01/welsh_s01_384.wav,welsh
american/speaker_07/american_s07_255.wav,american
indian/speaker_02/indian_s02_080.wav,indian
american/speaker_05/american_s05_672.wav,american
australian/speaker_01/australian_s01_405.wav,australian
welsh/speaker_01/welsh_s01_720.wav,welsh
american/speaker_01/american_s01_650.wav,american
american/speaker_06/american_s06_423.wav,american
american/speaker_03/american_s03_389.wav,american
telugu/speaker_01/telugu_s01_718.wav,telugu
american/speaker_03/american_s03_697.wav,american
telugu/speaker_02/telugu_s02_028.wav,telugu
indian/speaker_02/indian_s02_274.wav,indian
malayalam/speaker_01/malayalam_s01_048.wav,malayalam
indian/speaker_02/indian_s02_176.wav,indian
telugu/speaker_02/telugu_s02_740.wav,telugu
indian/speaker_01/indian_s01_379.wav,indian
american/speaker_05/american_s05_178.wav,american
indian/speaker_02/indian_s02_513.wav,indian
bangla/speaker_02/bangla_s02_432.wav,bangla
australian/speaker_01/australian_s01_446.wav,australian
bangla/speaker_01/bangla_s01_307.wav,bangla
american/speaker_05/american_s05_614.wav,american
indian/speaker_02/indian_s02_442.wav,indian
australian/speaker_02/australian_s02_048.wav,australian
odiya/speaker_01/odiya_s01_401.wav,odiya
malayalam/speaker_03/malayalam_s03_519.wav,malayalam
australian/speaker_02/australian_s02_394.wav,australian
american/speaker_03/american_s03_385.wav,american
bangla/speaker_02/bangla_s02_512.wav,bangla
american/speaker_02/american_s02_153.wav,american
welsh/speaker_01/welsh_s01_570.wav,welsh
telugu/speaker_02/telugu_s02_734.wav,telugu
malayalam/speaker_03/malayalam_s03_375.wav,malayalam
american/speaker_06/american_s06_002.wav,american
indian/speaker_02/indian_s02_119.wav,indian
malayalam/speaker_01/malayalam_s01_145.wav,malayalam
telugu/speaker_01/telugu_s01_642.wav,telugu
malayalam/speaker_03/malayalam_s03_150.wav,malayalam
american/speaker_07/american_s07_215.wav,american
bangla/speaker_02/bangla_s02_404.wav,bangla
bangla/speaker_01/bangla_s01_644.wav,bangla
welsh/speaker_01/welsh_s01_039.wav,welsh
american/speaker_04/american_s04_347.wav,american
american/speaker_02/american_s02_391.wav,american
american/speaker_02/american_s02_548.wav,american
british/speaker_02/british_s02_508.wav,british
malayalam/speaker_02/malayalam_s02_023.wav,malayalam
american/speaker_02/american_s02_379.wav,american
malayalam/speaker_03/malayalam_s03_724.wav,malayalam
american/speaker_08/american_s08_362.wav,american
american/speaker_02/american_s02_001.wav,american
american/speaker_02/american_s02_357.wav,american
american/speaker_06/american_s06_718.wav,american
malayalam/speaker_03/malayalam_s03_598.wav,malayalam
american/speaker_01/american_s01_183.wav,american
american/speaker_01/american_s01_105.wav,american
indian/speaker_01/indian_s01_344.wav,indian
american/speaker_07/american_s07_221.wav,american
american/speaker_02/american_s02_662.wav,american
malayalam/speaker_03/malayalam_s03_708.wav,malayalam
australian/speaker_02/australian_s02_234.wav,australian
indian/speaker_01/indian_s01_741.wav,indian
american/speaker_04/american_s04_024.wav,american
malayalam/speaker_02/malayalam_s02_539.wav,malayalam
american/speaker_04/american_s04_028.wav,american
indian/speaker_01/indian_s01_022.wav,indian
indian/speaker_02/indian_s02_153.wav,indian
